High,Low
8491.820313,8400.219727
8398.799805,8359.599609
8375.599609,8343.929688
8350.349609,8261.009766
8212.950195,8157.390137
8199.669922,8135.790039
8322.009766,8259.709961
8477.820313,8351.379883
8435.339844,8361.69043
8653.879883,8577.089844
8643.75,8591.929688
8704.480469,8668.040039
8729.80957,8614.209961
8688.80957,8625.19043
8576.679688,8503.030273
8682.469727,8633.349609
8594.320313,8518.799805
8540.570313,8486.370117
8455.320313,8374.25
8433.179688,8390.980469
8364.929688,8272.259766
8354.900391,8317.730469
8471.110352,8440.889648
8436.589844,8383.959961
8516.530273,8477.370117
8458.259766,8428.530273
8456.660156,8414.900391
8404.889648,8330.870117
8455.349609,8415.55957
8581.450195,8547.700195
8519.160156,8481.830078
8488.980469,8349.330078
8450.589844,8405.179688
8463.719727,8426.030273
8426.830078,8360.330078
8509.759766,8458.679688
8409.790039,8352.230469
8475.660156,8413.219727
8595.780273,8446.089844
8668.94043,8596.679688
8791.389648,8725.320313
8795.269531,8744.540039
8825.089844,8768.509766
8911.620117,8816.089844
8886.019531,8810.889648
8832.480469,8774.230469
8836.679688,8776.650391
8830.280273,8780.099609
8893.219727,8849.25
8877.570313,8825.980469
8949.320313,8916.94043
8928.44043,8887.19043
9015.589844,8956.780273
9018.490234,8942.870117
9016.969727,8947.169922
9023.5,8948.540039
9072.080078,8972.740234
9314.370117,9107.679688
9308.929688,9214.230469
9435.030273,9369.25
9517.040039,9440.410156
9564.049805,9442.580078
9609.839844,9513.650391
9647.379883,9576.209961
9736.110352,9628.25
9722.519531,9528.769531
9866.410156,9706.219727
9865.75,9666.019531
9803.75,9729.240234
9792.139648,9673.75
9732.889648,9602.839844
9603.19043,9509.099609
10007.620117,9853.179688
10021.509766,9889.860352
10011.879883,9888.299805
10115.790039,10050.519531
10158.740234,10077.549805
10148.469727,10090.089844
10172.639648,10134.480469
10132.019531,10073.900391
10136.849609,10052.5
10031.959961,9999.370117
10056.200195,10016.049805
10255.150391,10152.25
10197.799805,10124.280273
10147.040039,10084.769531
10111.089844,10033.19043
10190.349609,10109.870117
10084.070313,10040.990234
10059.19043,9819.990234
9618.099609,9535.330078
9648.120117,9509.719727
9487.839844,9388.139648
9541.040039,9449.490234
9690.290039,9603.969727
9532.910156,9464.490234
9519.799805,9455.320313
9682.879883,9594.299805
9617.929688,9565.830078
9580.870117,9532.679688
9643.269531,9520.980469
9510.700195,9423.299805
9582.730469,9530.019531
9630.969727,9531.030273
9691.700195,9463.599609
9417.959961,9344.530273
9206.450195,9109.009766
9207.55957,9159.469727
9115.94043,9021.200195
9075.629883,8985.900391
9050.610352,8944.629883
9031.089844,8947.820313
8930.780273,8838.780273
8883.730469,8756.070313
8885.080078,8765.709961
8735.540039,8588.160156
8676.200195,8608.620117
8740.480469,8690.469727
8715.139648,8538.69043
8597.849609,8496.610352
8616.849609,8550.929688
8624.509766,8568.870117
8657.080078,8517.179688
8656.709961,8568.969727
8542.730469,8455.129883
8487.44043,8422.5
8303.349609,8238.959961
8388.139648,8306.929688
8549,8412.549805
8647.790039,8599.639648
8611.929688,8427.200195
8665.799805,8594.580078
8575.870117,8452.5
8615.889648,8554.139648
8592.169922,8520.990234
8625.19043,8552.75
8766.55957,8711.490234
8712.860352,8630.660156
8770.410156,8711.219727
8859.040039,8790.860352
8830.339844,8731.790039
8837.830078,8726.400391
8712.679688,8619.360352
8730.490234,8641.519531
8881.44043,8805.650391
9044.040039,8803.330078
9103.790039,9003.480469
9082.389648,9012.860352
9136.019531,9095.30957
9130.540039,9069.009766
9082.040039,8977.349609
8954.44043,8892.169922
8966.990234,8855.929688
8851,8797.730469
8862.799805,8709.75
8759.05957,8695.44043
8808.870117,8711.730469
8802.089844,8715.139648
8835.799805,8771.19043
8792.19043,8662.719727
8606.230469,8500.269531
8517.519531,8446.179688
8433.580078,8328.019531
8448.549805,8358.509766
8569.089844,8522.740234
8663.299805,8589.19043
8732.839844,8585.259766
8654.610352,8578.160156
8705.910156,8635.509766
8565.05957,8513.200195
8751.799805,8676.25
8812.419922,8711.900391
8962.950195,8851.589844
9004.80957,8862.169922
8954.849609,8857.230469
8906.209961,8867.629883
8970.990234,8897.870117
9094.089844,8962.969727
9181.570313,9097
9196.669922,9146.070313
9162.969727,9075.080078
9194.469727,9062.540039
9090.669922,9045.790039
9150.480469,9084.870117
9140.620117,8988.990234
9073.990234,9033.830078
9062.070313,8960.240234
8933.990234,8839.910156
8893.389648,8773.400391
8804.44043,8729.219727
8759.259766,8679.820313
8697,8646.030273
8871.650391,8804.269531
8874.540039,8838.179688
8814.030273,8769.469727
8959.959961,8821.799805
9022.200195,8932.099609
9193.269531,9081.799805
9180.44043,9120.610352
9215.570313,9079.19043
9159.330078,9103.950195
9091.969727,9031.129883
9112.540039,9023.629883
8971.75,8894.019531
8959.25,8844.05957
8989.080078,8838.849609
8829.349609,8759.070313
8806.75,8729.55957
8865.919922,8738.30957
8880.230469,8805.790039
8840.69043,8765.549805
8660.679688,8578.25
8607.419922,8514.629883
8620.179688,8516.110352
8595.110352,8488.139648
8707.950195,8633.679688
8837.19043,8758.700195
8992.360352,8877.169922
9016.900391,8940.379883
9031.549805,8867.790039
9075.580078,8970.5
9057.30957,8941.849609
8986.049805,8909.370117
8995.80957,8841.980469
8985.580078,8905.44043
8976.080078,8871.480469
9072.389648,9031.429688
9040.179688,8984.69043
8990.349609,8957.490234
9032.320313,8924.410156
8891.080078,8811.410156
8779.240234,8729.450195
8728.849609,8676.44043
8829.719727,8684.230469
9032.349609,8898.330078
9183.459961,9135.290039
9200.849609,9129.429688
9248.980469,9161.209961
9366.799805,9304.719727
9487.94043,9388.94043
9449.719727,9370.589844
9412.080078,9350.400391
9492.910156,9380.25
9525.820313,9453.480469
9457.19043,9406.030273
9515.860352,9376.969727
9565.429688,9503.30957
9572.75,9522.129883
9584.459961,9517.400391
9534.179688,9487.950195
9606.25,9565.950195
9767.049805,9672.469727
9775.75,9687.700195
9903.349609,9826.299805
9967.240234,9848.870117
10160.400391,10016.980469
10147.679688,10028.650391
10175.05957,9924.419922
10230.360352,10107.339844
10376.389648,10288.849609
10433.629883,10374.849609
10734.230469,10602.240234
10743.69043,10589.700195
10602.120117,10463.429688
10620.700195,10398.610352
10686.120117,10619.650391
10830.429688,10748.05957
10952.30957,10851.660156
10806.410156,10591.299805
10694.849609,10432.969727
10913.299805,10787.120117
10941.450195,10747.740234
10859.419922,10615.200195
10663.089844,10486.990234
10634.740234,10441.110352
10926.650391,10790.950195
11002.860352,10824.30957
10937.629883,10751.009766
11113.950195,10905.639648
11145.379883,11007.769531
11237.839844,11142.259766
11285.490234,11194.740234
11170.849609,11046.919922
11498.419922,11232.049805
11446.80957,11295.620117
11299.709961,11135.889648
11460.639648,11343.44043
11365.269531,11196.660156
11356.540039,11243.490234
11261.580078,11065.05957
11445.459961,11308.830078
11412.860352,11336.450195
11510.519531,11440.099609
11442.110352,11301.769531
11390.650391,11175.669922
11662.519531,11562.099609
11520.240234,11374.830078
11419.620117,11253.969727
11563.75,11392.55957
11648.629883,11464.709961
11767.679688,11613.589844
11779.419922,11666.379883
11933.820313,11803.089844
12069.599609,11946.009766
12283.620117,12065.089844
12403.950195,12300.830078
12461.969727,12314.80957
12339.450195,12234.480469
12395.730469,12248.650391
12560.950195,12434.469727
12373.169922,12220.629883
12491.160156,12401.120117
12650.259766,12586.05957
12522.049805,12338.530273
12594.360352,12480.419922
12540.120117,12456.040039
12462.860352,12286.370117
12384.830078,12133
12107.400391,11805.780273
12362.200195,12102.049805
12634.540039,12075.969727
13225.620117,12831.099609
13225.219727,13080.290039
13331.389648,13151.730469
13325.150391,13177.30957
13549.160156,13384.110352
13568.25,13402.860352
13408.290039,13257.860352
13312.230469,13004.459961
13397.5,13318.69043
13377.740234,13200.849609
13611.580078,13529.44043
13585.349609,13505.530273
13974.259766,13827.959961
13983.870117,13852.200195
13897.05957,13778.75
13780.480469,13637.959961
14196.379883,13951.80957
14421.379883,14186.830078
14409.820313,14191.480469
14636.80957,14426.740234
14849.009766,14727.700195
14839.790039,14755.080078
15108.830078,14956.379883
15155.719727,14879.509766
15157.320313,14902.299805
15381.740234,15245.799805
15388.370117,15264.419922
15706.629883,15432.639648
15942.599609,14483.980469
15007.5,13981.519531
14381.280273,14027.419922
14399.780273,13943.620117
14512.280273,14243.490234
14098.160156,13555.660156
13916.55957,13681.389648
13562.870117,13261.820313
13610.25,13060.94043
13711.419922,13011.160156
13238.530273,12862.019531
13106.200195,12548.200195
13514.200195,13141.370117
13584.30957,13296.30957
13332.719727,12994.080078
13050.110352,12415.849609
12900.650391,12629.30957
13033.120117,12549.820313
13139.480469,12919.030273
13296.620117,13107.650391
13190.820313,12966.410156
13330.349609,12702.669922
13426.129883,13026.230469
13234.889648,12758.219727
13189.839844,12826.509766
13213.549805,12873.5
13724.44043,13354.700195
13862.709961,13562.700195
14098.740234,13898.540039
14164.769531,13984.080078
14093.019531,13962.299805
14309.969727,14149.5
14497.650391,14109.339844
14472.900391,14186.030273
14555.330078,14287.69043
14496.669922,14275.259766
14574.169922,14417.299805
14638.799805,14550.889648
14615.040039,14460.55957
14827.730469,14645.25
14953.290039,14413.280273
14770.019531,14514.290039
14820.179688,14549.05957
14751.870117,14630.679688
14748.769531,14533.209961
14376.009766,14114.519531
13953.849609,13661.129883
13909.450195,13613.780273
13836.030273,13644.209961
14005.769531,13645.610352
14466.160156,14146.919922
14370.980469,14225.5
14401.05957,14031.610352
14164.700195,13824.94043
14031.139648,13556.650391
13658.860352,13430.639648
13867,13689.490234
14050.160156,13747.179688
13739.519531,13532.610352
13758.129883,13589.780273
13730.089844,13383.179688
13499.990234,13250.360352
13447.330078,13238.730469
13774.660156,13575.400391
13741.490234,13586.839844
13678.790039,13517.099609
13392.570313,13188.139648
13463.139648,13364.820313
13615.980469,13335.910156
13613.480469,13407.530273
13978.44043,13748.679688
14056.879883,13843.610352
14156.5,13981.519531
14099.129883,13834.519531
14441.80957,14296.780273
14561.459961,14422.719727
14455.370117,14321.570313
14439.929688,14233.120117
14474.530273,14311.669922
14625.969727,14396.410156
14766.179688,14581.790039
14816.650391,14702.25
14767.719727,14607.269531
14737.980469,14620.530273
14799.120117,14410.519531
14817.5,14699.209961
14619.240234,14425.820313
14642.969727,14471.700195
14219.889648,14082.30957
14149.769531,13944.269531
14073.230469,13841.929688
13929.639648,13748.94043
14037.839844,13751.849609
14200.30957,14077.030273
14447.870117,14320.299805
14510.370117,14404.740234
14664.219727,14492.669922
14610.089844,14503.089844
14727.849609,14624.030273
14747.769531,14641.780273
14799.280273,14426.049805
14499.519531,14273.709961
14442.120117,14088.19043
14400.320313,14194.419922
14395.959961,14224.589844
14526.879883,14425.580078
14516.080078,14324.169922
14411.049805,14126.410156
14323.240234,14141.820313
14407.69043,14130.860352
14371.55957,14222.030273
14122.280273,14026.169922
14304.290039,14208.129883
14588.679688,14278.209961
14599.530273,14490.919922
14966.429688,14665.75
15273.610352,15106.820313
15163.05957,15020.330078
15209.669922,15069.980469
15377,15168.469727
15579.389648,15307.44043
15619.129883,15469.870117
15577.969727,15460.969727
15512.759766,15414.519531
15729.089844,15605.730469
15727.959961,15507.169922
15703.019531,15579.540039
15794.150391,15661.900391
15579.360352,15326.05957
15430.200195,15139.120117
15327.370117,15112.540039
15650.209961,15547.290039
15633.969727,15562.05957
15562.299805,15386.110352
15392.660156,15255.360352
15532.94043,15251.450195
15408.349609,15146.129883
15322.129883,15248.419922
15588.419922,15268.179688
15891.820313,15798.849609
15870.419922,15755.360352
16029.650391,15849
16186.040039,16082.280273
16232.69043,16056.730469
16320.219727,16182.709961
16164.009766,15864.44043
15935.370117,15784.25
16121.450195,15906.570313
16004.55957,15838.44043
15922.139648,15754.700195
15912.05957,15383.69043
15808.730469,15636.570313
15941.080078,15710.139648
15783.370117,15621.799805
15727.259766,15574.230469
15894.679688,15705.839844
15870.530273,15631.410156
15958.580078,15690.450195
15485.019531,15288.320313
15109.679688,14933.549805
15088.120117,14952.830078
15383.910156,15159.919922
15112.700195,14853.830078
15143.879883,14764.570313
14846.929688,14615.049805
14355.919922,14008.469727
14245.05957,13995.860352
14308.070313,14155.120117
14471.950195,14356.589844
14725.919922,14568.299805
14874.790039,14769.040039
14787.620117,14488.320313
14678.709961,14243.169922
14427.950195,14214.599609
14900.240234,14469.490234
14805.660156,14679.19043
14731.480469,14428.730469
14888.80957,14618.610352
14982.530273,14658.139648
15094.540039,14957.490234
15084.530273,14896.490234
14943.650391,14735.519531
14684.700195,14443.099609
14750.089844,14546.339844
14992.19043,14897.629883
15203.120117,14871.55957
15312.599609,15145.589844
15266.120117,15088.110352
15256.030273,15124.360352
15020.139648,14828.179688
14919.839844,14790.480469
14539.599609,14280.75
